comment_id,video_id,text,author_id,author,published_at,bot_probability
aefc0605e4ce3506a5e86063341b57c3,ofdg2vg2Dkc,😂,UClMi0VipeA_4gbOmKrG84Xw,@thecyrenian5988,2025-12-08T01:33:57Z,0.5094720960671246
fb96ef86dc0da5d8b37d1c0995e7125f,RwW4UYoX19s,"No mercy for Zionists, who continue the genocide.  Never forget US complicity",UCTl3mPvG9wS4o-3G-zTk1UA,@sul5707,2025-12-07T22:46:08Z,0.5092696069803259
944c6acd0deb4671efbe22c0bae372ba,dQWfdEyorm8,Quiet piggie.,UCtDaFPpfXGawAitBQjncc9w,@cesargamiz9999,2025-12-07T22:19:33Z,0.5062624295428721
22e2913aa201a4f70c59391b7af6df62,dQWfdEyorm8,Clickbait title,UCTBr5QBjE6xr4qRkwqzPn2g,@marcellasimone,2025-12-07T21:21:02Z,0.5062083964193459
bd44c2b206829b9b872a85d260f0d120,RwW4UYoX19s,"Cenk is Agnostic, not Muslim. He has said so himself many times.",UCV3iUTGiorPOYJUNnxmjDWQ,@Woollzable,2025-12-07T22:44:08Z,0.5054618463255514
0e4c6240cf76a5b173005fc79a2b3307,e478dy0CKYE,CNN is a joke 😂,UCuM6kpppW-mtPXDufwkUcCg,@Kloutkulture,2025-12-08T00:49:33Z,0.5049382503374379
ba6197b14d8cb0edc709532a4483ea71,RwW4UYoX19s,Yeah that's all from the IDF bro just to steal more land pig excrement Israel is an abomination and Americans are over paying for this evil,UCalfTDuHtgXEyWKCs97VuFA,@Shadyjdsmamaw,2025-12-07T22:30:34Z,0.5027423900846456
8c8ad18a1eb1c33865d76936216bef73,dQWfdEyorm8,"I dream of Ana
s lovely enchilada",UCeoY3tpYSRKcxAAWBRbjm3A,@sterlingfury,2025-12-07T22:03:04Z,0.5025892243283784
5480a99032da9c9108616652abf6dac8,RwW4UYoX19s,Zionists are the evil people on the planet.,UCLGmQQ5fsMQycwS4x3dTu0w,@RH-vr7cs,2025-12-08T02:16:29Z,0.5021399972884998
1133dd93ee009e7bbf0550372a12a25c,t15c3-pYSYo,"**Israeli IOF Terrorists shot Hind Ragab with 355 bullets,a barrage of 90 bullets per second* .
**>We now know their names:
>Benny Aharon, Daniel Ella,
>Sean Glass ( gave the orders), and Itai Shukerkov. 
**>There are another 24 soldiers involved!
*So sad to hear all that😢* 
""When exposing a crime is treated as committing a crime, you are being ruled by criminals.""
- Edward Snowden
**>>A live genocide and ethnic cleansing, shame on the world for their silence
*Its the Nukba again 78 years later* . 
**>They are finishing the job and no one has changed!😢
*In front of the entire world* .
*Netnayahu_War_Criminal.
*Israel_Enemy_Of_Humanity.",UCz2O2oQ81NbGahInpXfMIIQ,@h.h.3102,2025-12-08T00:34:14Z,0.5021293293144263
1f218cd3ca2b3917d17d4e0361983e5d,t15c3-pYSYo,Amazing,UC816dEo4RmdioGafTVGGmbw,@philipcolewell7374,2025-12-07T23:29:52Z,0.5019141086396155
440ece3739ef645c796c94a0184308c8,RwW4UYoX19s,ISREAL IS EVIL PERSONIFIED,UCeNidNNCeVjjybHOVvax7nQ,@dumashange7558,2025-12-07T23:58:41Z,0.49997042936952807
c3c28d1c7c845fe05d382acb6309d57f,dQWfdEyorm8,And nothing will happen,UC8rUviggPbEZjsf5K39c-QQ,@johndymond4596,2025-12-07T20:36:08Z,0.49871373934666274
6f934f5d69d8097c24504653079f566d,dQWfdEyorm8,"I❤ Ana K 
especially in black
The whole enchilada. 
Ay caramba",UCYo-zPUcnTUb9ONa-ZNhBeA,@johnbreckbuhl4849,2025-12-07T20:09:11Z,0.49802913565561124
f62f2518948698fb261b12015a05a878,dQWfdEyorm8,Agree,UC4bigR6O4oik0hbBnSur-Iw,@leaper7991,2025-12-07T20:58:04Z,0.4978652538712617
901eb48458bcacb97b88176f9ad63dae,RwW4UYoX19s,Stop Israeli atrocities,UCsznyWs6YqrS2q1ikQoHNRQ,@WnULieUMurdrSmPartOfTheWrld,2025-12-08T01:22:45Z,0.49771302129227646
33b003f90203af4a6aa4a292fd326746,t15c3-pYSYo,"Thanks for reposting, reminding us that we KNOW what Israeli terrorists are doing to Palestinians. 
I'm doing all I can to Stop the Atrocities. I pray everyone call their elected representatives daily. Tell them to STOP FUNDING GENOCIDE. STOP THE ETHNIC CLEANSING!!",UCdwtsC7Cwzo9v6j90KcXP3A,@Grannathinks,2025-12-08T00:02:30Z,0.49759513922602977
4e5c6180b00920c520459eb15018dba3,RwW4UYoX19s,👍👍,UCJcUaxIGBkW2to6dpNPBIZg,@halukkilic3171,2025-12-07T23:29:35Z,0.4959959842173187
db0d8bea56432f47d1166a774af626b2,t15c3-pYSYo,You called CNN an outlet.  CNN is an outhouse.,UCpGPIeZY4JONcbinnyU7Jrg,@atomicvagrant7686,2025-12-08T00:25:41Z,0.4940329673735159
e9a4d542c255cf9ee248ea4096ce3592,RwW4UYoX19s,Old news. You guys suck.,UC8nphqigAxuDLb42DkLqimg,@IsItRational,2025-12-08T00:54:23Z,0.49346582991920324
80768ecd51a6745111b63c54811a29f6,RwW4UYoX19s,the fuck they'll let journalists in.,UCe1B2Fv7ZO0fUN40l2hrriA,@iritshimrat1717,2025-12-08T01:49:25Z,0.4932839072366326
037d4468cffcdaff674bef4daf0d8ad2,t15c3-pYSYo,"it is naive to say the IDF!! All the murder and destruction since January 2025 pause was at the order of Trump, to accomplish the plan by the devil, the Kushner Blair to build the Trump Riviera!!😢😢😢
Eff USrael!!",UC9gF6b3uKzx1anogd0zzLrw,@darv011,2025-12-08T01:29:16Z,0.493193290048288
42a0c19d86c10c91b1595dbf67eb6b13,t15c3-pYSYo,"ZIONISM MUST banned all around the world like NAZISM!

It is an EVIL ideology",UCsyZq--jxmRtphIflk8eQ2g,@plutopluto6699,2025-12-08T01:20:20Z,0.4930974932697829
4ff2419e9741ebeedbbe247813a9319f,RwW4UYoX19s,IDF = TERRORIST,UCTW-g77a_Be4kWrCQ1r2pfw,@ChrisSearle-z1q,2025-12-07T22:41:54Z,0.4924728140051219
7630addb200d4859f81512833af0fbf0,RwW4UYoX19s,"Americans criticism of the Gaza genocide has never waned. Just more bullshit propaganda. If Izrahell wants the world's respect,  it will have to stop slaughtering innocents while lying about it.",UCk-2KJafUzTTZwXl5b1NxWQ,@johnvalek9817,2025-12-07T22:52:30Z,0.4924640581550891
a23926869caaf0a820d2e655c76d8151,dQWfdEyorm8,This is old news,UCHLo2hdHmPdkGabpvM3-IPw,@DieselDiva71,2025-12-07T20:05:52Z,0.492175192188467
1340ce5e3deaf348afdcce6b2247df11,dQWfdEyorm8,Important! The US has been misguided by some Zionists for their own benefits and for funding a genocide,UCJNcvGA3D9qxYkaJIF5jE7w,@Fatih.Mehmed16,2025-12-07T20:28:09Z,0.4913628589947562
476afcbc6b590d512cef7ec29888cc3d,dQWfdEyorm8,❤❤❤❤❤,UCmt_sqwDeoEuhd1Wm-6YuIQ,@CuteMafia-FlipProduction,2025-12-07T20:31:45Z,0.4913367524038673
a77c09af1fbb9351f3c58fb10c432661,dQWfdEyorm8,About Damn time! The Epstein Files are finally released.,UCpQ5Q1Yi9ODfutkMXvnLGsg,@AnthonyPinkerton-d7p,2025-12-07T20:01:47Z,0.490327911943675
248c7575aa4deeea00817f8fb4a56a1b,RwW4UYoX19s,"Plus, they started Climate Change!😂😂😂😂",UCmF5u_Pk4xaHumwEPjYunzg,@hunternedib1119,2025-12-08T02:04:43Z,0.48925834542237123
43bcb6b90b34aff5c919df773f3e80a0,e478dy0CKYE,Get a job,UCwsNrEYUpNKc_sJdVguokUQ,@dnrdufty,2025-12-08T00:57:14Z,0.48923950395607146
c3c851229c9313e652be8affbfb0c0e8,dQWfdEyorm8,DEMOCRATS have already been THOROUGHLY Embarrassed BECAUSE it is Quite CLEAR that Jeffrey Epstein had them on SPEED DIAL and had Trump Derangement Syndrome....Blaque Congresswoman Stacey Plasket was ACTUALLY in REAL LIVE Sexy-Time Texting with Epstein during Congressional Hearings...,UC4uarTBoodIpuJxTYkCbfbA,@sunshinesun101,2025-12-07T20:16:51Z,0.4891607353683436
9bc2aee7af761918144f8d70e4ba7fa6,e478dy0CKYE,That's disturbing to learn,UCwYt9itmJ9Tm4jPwZDk8Bag,@jimmychoons5543,2025-12-08T00:51:01Z,0.489015893226173
abc2ee3546a9a7957fc5a9f081f5bc8b,t15c3-pYSYo,"So brutal, Israel is such a murderous treasonous people!!!stop the fighting!",UCIQBv2RttoqyMt-WvYIcthg,@anabriseno4516,2025-12-07T23:32:19Z,0.48862113145487895
01263f78ee29fcb3d6389678506f76a2,RwW4UYoX19s,​@nightslasher96everyone under 60 is disgusted by Israel and want nothing to do with them and we are going to vote that way😂😂😂😂 Israel i is gonna be all alone soon,UCalfTDuHtgXEyWKCs97VuFA,@Shadyjdsmamaw,2025-12-07T22:47:53Z,0.48802181014010926
09def1bbeb1443919d77f6dfb985cbce,xD3Qm3Gl5uE,"great news to you all of the world. jesus christ are lord savior an king is coming to rapture his church. If you do not want face the 7 year tribulation here what you must do. 1. Believe Jesus died for all your sins, by he who shedd his BLOOD for you on the cross, past, present and future and after three days rose from the dead (1 Corinthians 15:1-4) that said in the scriptures. 2. Admit your sinner a you need him. 3. Pray to him on both step 1 and 2, then part you repent on his finished work and blood, for the blood what get you clean on the inside. you will be SEALED till the day of redemption an can not lose your salvation for no one can gain or earn it, its a free gift. An you gain a knew nature to learn an do the lords will, by reading an learning the lords ways. The alternative to not accepting is the 7 year tribulation, gods judgement and trail of the left behind, hell on earth. 21 wraths are place on this earths. the 7 seals, the 7 trumpets, and the 7 vials/bowels (base on translation). Some will be know ones like oceans a rivers turning to red blood and the antichrist kingdom into darkness like pharaohs in exodus. There be new like the scorpion like creature coming out of hell wearing crown to touture all who do not have gods seal (tribulation saints) for five months and you won’t die either. There be two witness who will sent plagues and harm on earth. The dragon, the beast, and false prophet are the satanic trinity. Where they will force you to take the mark of the beast which on right hand or forehead, were you must have this too have normal life (food, water, internet, ect). Do not take this or it will be dam to the lake of fire. But Lucifer will cut your head for refusing to take the mark, all may be martyr. Yes Lucifer the evil one will rule for 7 years and force people rich an poor to worship him attack those who apose his rule even he will trick all to see he is the messiah. Jesus will return at the end of the 7 tribulation with us saints to put Lucifer into the pit and Jesus rule 1000 years. The non believer will be judge a your nam not on book of life, cast to lake of fire, aplace forever seperated from God and eternal torment. Soon there be new earth, heaven, were god will live with us forever an all evil a suffering is gone. Please accept christ into your heart, soon you hear a trumpet soon his voice call you soon. God love you so much more then even you own family he want to help you a save you. Give him a chance and trust me you won’t regret it. He has build a place for you in heaven. Soon ww3 after the rapture and Major events will happen but do not fear if you believe Jesus is with you an he got you. i pray you repent an come with us to heaven, for heaven is place beyond are understanding and grander then normal life down here. info here is in the bible mosty in book of revelations and pauls letters. You should also read Isaiah, Ezekiel, Daniel, jonah, Hosea, joel, amos, Nahum, Obadiah, Jeremiah and the gosiples matthew, mark, luke and john and new testement. god want to you to come to him as your self, speak to him honestly and with love n you see the truth. An seek out. KING JAMES STUDY BIBLE. also found the book Dispensational Truth or God's Plan and Purpose in the Ages By Clarence Larkin. it will tell you about how to understand the bible and the father plans. an its easy to found on the internet. i say what i say and you can belive it or not its your choice. i pray you see truth an strength to see it weither you  belive and come with us in the rapture or face the trail fo the 7 year tribulation were it be hell on earth. thanks for listening and spread the word/news of are Lord and savior. keep looking up everyday and read your bibles to understand God and his ways. continue to stay in faith in are God",UCtKmmjUQ9v9Qu7u-olNT_xQ,@Mrcookiemonster515,2025-12-07T20:47:19Z,0.48792780296096316
ad2019bb6d7fae99aeac4854b7ce8940,ofdg2vg2Dkc,Release the Epstein files !!!!!!!,UC5GG86-m9_wh1O0q0ENKMeA,,2025-12-08T02:31:50Z,0.4874927337129941
e6a85c95424efedaa12469f1096e2d72,RwW4UYoX19s,She has condemned several times. Do you condemn Israels genocide ? Or does you handlar not allow u ?,UCGIX8tk8WLELoRWBRP49zyQ,@a.m928,2025-12-08T01:04:45Z,0.48714624062834866
6b2fcfdc2e3fb77f3f26d27e950bf4e0,RwW4UYoX19s,"@SydG01 THIS IS EXACTLY WHY PALESTINE gets WHAT DAFUQ it DESERVES. For NOT ONLY did they RECORD such. They also SHARED their “GLORIOUS” Acts on Telegram as I watched them

MAY ISRAEL WIPE THESE MFers OFF the FACE of the EARTH",UCcTV1z6lHBfpL3c88oHeFKg,@metalgear-,2025-12-07T23:11:33Z,0.4870933860802166
720770e4d50d2ec7f4527da2579418fe,RwW4UYoX19s,"Is this actually happening? I just clicked on a video of Cenk & Anna covering the vote to release the Epstein files. It was an old episode, but was presented as if it were new. That's happened before, and I no longer trust this channel.",UCRZrn9Gz0KvIY8k44g1fv-Q,@meghanmacqueen5157,2025-12-07T22:07:10Z,0.4866383724746973
8b61e30903e767e44039e9b4ab618cc8,xD3Qm3Gl5uE,learn to spell,UCLycEZy5WrkGZ2cSJyZZRPA,@gottahemiinr,2025-12-08T01:32:49Z,0.48633315682890244
00993927b1bbecf06e52d1df1c773fa3,RwW4UYoX19s,The chosen psychopaths and criminals of ISRAHELL,UCNfN8yv7gGSgHsGjUbEylQA,@awadnofal,2025-12-08T01:04:44Z,0.4860822190412687
bdf810e234caa2bff2ab9a08e0662417,ofdg2vg2Dkc,"18,000 Palestinian children killed by the TATs (Tel Awiv Terrorists) over last 2 years -
- 710 babies less than 1 year old
- 1793 toddlers 1-3 years old
- 1205 preschoolers 4-5 years old
- 4205 young children 6-12 years old
- 3442 children 13-17 years old
- Around 6000 - Age group could not be identified yet because of different reasons.

Many lapdog media houses conveniently ignored them for 2 years and are ignoring them now too. The world sees it all.",UCTUE55dMTrtw4CR-9QHsMag,@SadaK-tr6dm,2025-12-08T02:39:17Z,0.48592047752274237
140a2a7ac1d9935a2c9cd320adc04ae6,t15c3-pYSYo,@sheldonscott4037 Yes.,UCdXQH08wjFiG0w8Yy8UdEIA,@johnymiller-c9f,2025-12-08T00:38:55Z,0.4857398711029668
bd7d8c9b2efa62b237160374bc0ba852,IukO9XPuX0g,"What kids suffer  from vaccines...show us any news on that (no, not Maga fake news)..you got none...made up crap.",UCAEzDmzNtaEYdFIX83Pee1g,@erwocoolis9451,2025-12-07T23:27:30Z,0.48573669576510436
56013e56478df0e30e32f6a6de934984,RwW4UYoX19s,Thank you TYT you are a part of the freedom,UCSZ-CeP52d0IApK50bqro1w,@bablumiah2062,2025-12-07T22:56:33Z,0.48557962239683705
4c5f592fb53448782fc567b2d6849995,t15c3-pYSYo,"The IDF is as bad if not worse than the Nazis! And we, the United States taxpayers are paying for it.",UCE1a0_PghQfsCOzfOVeP-WQ,@miltonsmith3114,2025-12-08T00:01:35Z,0.4854285677003849
5542be5b6ce80f6653f793053f603eaa,dQWfdEyorm8,Old News,UCJUYejqtHPZBkU6gUQRfcyw,@philipvanderwaal6817,2025-12-07T20:15:39Z,0.48538767507233405
f5379d98a324acc174c3d8efe22ce5ce,5tvOpAe46IY,In one bizarre Trump presidential campaign moment he stood at a table of groceries - EEK! - laying into 'Sleep Joe's' Affordability Crisis being suffered by America he was going to fix Day One! of his return to the WH... why isn't his playing 24/7?,UCuk0JR-shnDfkljwd3eVoYw,@deniswhitburn2626,2025-12-07T22:19:49Z,0.48479078841727435
841f89e11a81c99481b9b939603bb8cd,RwW4UYoX19s,Why is this a re-post?,UCyaqdwQXPA3lbX6L8n6v13A,@sixdegrees6434,2025-12-08T01:17:52Z,0.4846705391374471
5c793509603067c6913534768f04d740,e478dy0CKYE,Another Bangladesh profile,UC5_P8Lcig0WIoLL6Gw_8P-g,@badluck5647,2025-12-08T00:38:25Z,0.4844274217904517
c812a18837c7f05a9b147d0850426375,t15c3-pYSYo,The IDF is a terrorist organization.,UCBt5vL_UxCJm-hlbbqYPE1w,@HappyBanjo-oc3pc,2025-12-07T23:20:40Z,0.4843002740978831
3d61105b2eb0bf474c85c0eb3b40ad3f,IukO9XPuX0g,You spelt accountable wrong.,UC_MB45H-uXwuWQkBAiMSb6g,@davidhales8799,2025-12-08T01:22:21Z,0.4840856176058388
cb7c18d1fd6bd5112ffc40c267f10a76,RwW4UYoX19s,"Why don't you and other zionists and Izrahellis show other ways?? You evil, inhuman, genocidal sick people",UC_CwtCLB8L6T_Bz1I8biNnw,@moriumakhter2424,2025-12-08T01:13:57Z,0.4834637352029647
76162ececf6887f9045d199980d51143,t15c3-pYSYo,"@AnActorExplains. We can't call for total destruction that will include the innocent. We will Zionists if we did.
Don't confuse evil behavior with all of creation. This life it a test which ends with our deaths.",UCQQq3XCICDKs_JO5DEyz5nw,@deanm1436,2025-12-08T01:02:49Z,0.48338096086321
69d67b1b3dd6241d4d0aa8b345e40c74,dQWfdEyorm8,Enchilanna...,UCWppF-NLfMa4je6zXqUOdnQ,@lorddovesnake,2025-12-07T20:59:12Z,0.4833789647387674
fe8317ba38bdece25651bcaf20eebdf3,RwW4UYoX19s,Isreali genociders look what you did? Unarmed women and children? We all see you. The SS didn't get away with genocide.  Thank you Ana 💙,UCyRvOQCkdyUv3R-9r1RCiSw,@jacobmccabe5216,2025-12-08T01:09:04Z,0.4833190125202642
98ec90b4474d46e7e32ca104ab64bbc0,e478dy0CKYE,TRUMP CAN'T REMAKE THE KENNEDY CENTER IN HIS ORANGE IMAGE!!!  HE IS OUR COUNTRIES BIGGEST EMBARRASSMENT!!!,UC2yC8HbiNJaZQJS8aUM4gAQ,@dpar110,2025-12-08T00:37:45Z,0.48270323788865094
ceb34e5c072627cccf8516aee5c342bb,s2EXTCAFPKA,"These narcissistic personalities seek one thing: they seek our approval. Knowing they will not achieve that, only supports their actions and goals. Henceforth, the insanity. 🔥",UChXI3LLvoC7E2-HiZgULFCg,@gavin8tor,2025-12-07T23:30:41Z,0.4824827528513433
0423c0013e9ca141cf84f5d52ad6bc38,dQWfdEyorm8,Unsubscribing,UCdvDOQxVxeIK9pI9Tj91D4Q,@johnayers2483,2025-12-07T22:17:58Z,0.482374965823841
a7079d8d1362441ea4ab4bfc4dfc0cba,RwW4UYoX19s,"Israel is like the USA in that the govt is corrupt, and the leaders lie like dogs. The order of the day is like the order yesterday, GREED. The current govt in Israel will pay a heavy price as will the govt of the USA.  Why?   GOD is not mocked, what ever a man sowes, that shall he also reap.  Your day is coming..",UCtXeyKIN4s-mM6Nmh4NZtbg,@mondawobbie7147,2025-12-08T00:24:13Z,0.4819229617511827
